stock_area_code,stock_area_description,geo_type,geo_code,jurisdiction,constraint,confidence
*C-CUB,Chartering arrangement with Cuba in NAFO 3M,CHARTER,CUB,,,charter
*C-CUB,Chartering arrangement with Cuba in NAFO 3M,FAO,21.3.M,NAFO,,ok
*02A4AN-,Norwegian waters of 2a and 4a,FAO,27.2.a,NOR,,ok
*02A4AN-,Norwegian waters of 2a and 4a,FAO,27.4.a,NOR,,ok
N1N68N,NAFO 1-NORTH OF 68° NORTH.,FAO,21.1,NAFO,,ok
ICESV-VI,(no description - inferred from code),FAO,27.5,,,ok
ICESV-VI,(no description - inferred from code),FAO,27.6,,,ok
*NZJM,Norwegian Economic Zone and the fishery zone around Jan Mayen,EEZ,NOR,NOR,incl. Jan Mayen zone,ok
56789-,"Union and international waters of 5, 6, 7, 8 and 9",FAO,27.5,EU+INT,,ok
56789-,"Union and international waters of 5, 6, 7, 8 and 9",FAO,27.6,EU+INT,,ok
56789-,"Union and international waters of 5, 6, 7, 8 and 9",FAO,27.7,EU+INT,,ok
56789-,"Union and international waters of 5, 6, 7, 8 and 9",FAO,27.8,EU+INT,,ok
56789-,"Union and international waters of 5, 6, 7, 8 and 9",FAO,27.9,EU+INT,,ok
MED2_TR1_AA,(no description - inferred from code),NONE,,,MED2_TR1_AA,Mediterranean effort regime code - not an area
MED4_OTB4,(no description - inferred from code),NONE,,,MED4_OTB4,Mediterranean effort regime code - not an area
*AS05N,"Atlantic Ocean, South of 5° N",FAO,ATL,,South of 5° N,check
05-,"V 1), 2)",FAO,27.5,,,ok
05-,"V 1), 2)",FAO,27.1,,,ok
05-,"V 1), 2)",FAO,27.2,,,ok
N2GHCA,Canada zone: NAFO 2GH,FAO,21.2.G,CAN,,ok
N2GHCA,Canada zone: NAFO 2GH,FAO,21.2.H,CAN,,ok
8910-,"Union and international waters of 8, 9 and 10",FAO,27.8,EU+INT,,ok
8910-,"Union and international waters of 8, 9 and 10",FAO,27.9,EU+INT,,ok
8910-,"Union and international waters of 8, 9 and 10",FAO,27.10,EU+INT,,ok
*2AX14,"United Kingdom and international waters of 2a, 5b, 6, 7, 8d, 8e, 12 and 14",FAO,27.2.a,GBR+INT,,ok
*2AX14,"United Kingdom and international waters of 2a, 5b, 6, 7, 8d, 8e, 12 and 14",FAO,27.5.b,GBR+INT,,ok
*2AX14,"United Kingdom and international waters of 2a, 5b, 6, 7, 8d, 8e, 12 and 14",FAO,27.8.d,GBR+INT,,ok
*2AX14,"United Kingdom and international waters of 2a, 5b, 6, 7, 8d, 8e, 12 and 14",FAO,27.8.e,GBR+INT,,ok
*2AX14,"United Kingdom and international waters of 2a, 5b, 6, 7, 8d, 8e, 12 and 14",FAO,27.6,GBR+INT,,ok
*2AX14,"United Kingdom and international waters of 2a, 5b, 6, 7, 8d, 8e, 12 and 14",FAO,27.7,GBR+INT,,ok
*2AX14,"United Kingdom and international waters of 2a, 5b, 6, 7, 8d, 8e, 12 and 14",FAO,27.12,GBR+INT,,ok
*2AX14,"United Kingdom and international waters of 2a, 5b, 6, 7, 8d, 8e, 12 and 14",FAO,27.14,GBR+INT,,ok
*04C.,4c,FAO,27.4.c,,,ok
*8910-,"Union and international waters of 8, 9 and 10",FAO,27.8,EU+INT,,ok
*8910-,"Union and international waters of 8, 9 and 10",FAO,27.9,EU+INT,,ok
*8910-,"Union and international waters of 8, 9 and 10",FAO,27.10,EU+INT,,ok
TKL_DIR,Direct authorisations with Tokelau,EEZ,TKL,TKL,,ok
N3LNO-DIR,NAFO 3LNO (Directed fisheries),FAO,21.3.L,NAFO,,ok
N3LNO-DIR,NAFO 3LNO (Directed fisheries),FAO,21.3.N,NAFO,,ok
N3LNO-DIR,NAFO 3LNO (Directed fisheries),FAO,21.3.O,NAFO,,ok
2CX6.,"IIa (non-EC waters), VI",FAO,27.2.a,EU,,ok
2CX6.,"IIa (non-EC waters), VI",FAO,27.6,EU,,ok
N3P.,Division 21.3P,FAO,21.3.P,NAFO,,ok
51214D,International waters of the Redfish Conservation Area in areas 12 and 14 (within the NEAFC box: 64°45'N 28°30'W; 62°50'N 25°45'W; 61°55'N 26°45'W; 61°00N 26°30'W; 59°00'N 30°00'W; 59°00'N 34°00'W; 61°30'N 34°00'W; 62°50'N 36°00'W; 64°45'N 28°30'W),RFMO,NEAFC,,within the NEAFC box: 64°45'N 28°30'W; 62°50'N 25°45'W; 61°55'N 26°45'W; 61°00N 26°30'W; 59°00'N 30°00'W; 59°00'N 34°00'W; 61°30'N 34°00'W; 62°50'N 36°00'W; 64°45'N 28°30'W),ok
51214D,International waters of the Redfish Conservation Area in areas 12 and 14 (within the NEAFC box: 64°45'N 28°30'W; 62°50'N 25°45'W; 61°55'N 26°45'W; 61°00N 26°30'W; 59°00'N 30°00'W; 59°00'N 34°00'W; 61°30'N 34°00'W; 62°50'N 36°00'W; 64°45'N 28°30'W),FAO,27.12,INT,,ok
51214D,International waters of the Redfish Conservation Area in areas 12 and 14 (within the NEAFC box: 64°45'N 28°30'W; 62°50'N 25°45'W; 61°55'N 26°45'W; 61°00N 26°30'W; 59°00'N 30°00'W; 59°00'N 34°00'W; 61°30'N 34°00'W; 62°50'N 36°00'W; 64°45'N 28°30'W),FAO,27.14,INT,,ok
*3A4BC,"United Kingdom  and Union waters  of 3a, 4b and 4c",FAO,27.3.a,GBR+EU,,ok
*3A4BC,"United Kingdom  and Union waters  of 3a, 4b and 4c",FAO,27.4.b,GBR+EU,,ok
*3A4BC,"United Kingdom  and Union waters  of 3a, 4b and 4c",FAO,27.4.c,GBR+EU,,ok
1/2NEZ,"I, II (Norwegian EEZ)",FAO,27.1,NOR,,ok
1/2NEZ,"I, II (Norwegian EEZ)",FAO,27.2,NOR,,ok
*AX7H,"2a, 6a north of 56° 30' N, 4a, 7d, 7e, 7f and 7h",FAO,27.2.a,,north of 56° 30' N,ok
*AX7H,"2a, 6a north of 56° 30' N, 4a, 7d, 7e, 7f and 7h",FAO,27.6.a,,north of 56° 30' N,ok
*AX7H,"2a, 6a north of 56° 30' N, 4a, 7d, 7e, 7f and 7h",FAO,27.4.a,,north of 56° 30' N,ok
*AX7H,"2a, 6a north of 56° 30' N, 4a, 7d, 7e, 7f and 7h",FAO,27.7.d,,north of 56° 30' N,ok
*AX7H,"2a, 6a north of 56° 30' N, 4a, 7d, 7e, 7f and 7h",FAO,27.7.e,,north of 56° 30' N,ok
*AX7H,"2a, 6a north of 56° 30' N, 4a, 7d, 7e, 7f and 7h",FAO,27.7.f,,north of 56° 30' N,ok
*AX7H,"2a, 6a north of 56° 30' N, 4a, 7d, 7e, 7f and 7h",FAO,27.7.h,,north of 56° 30' N,ok
645E44,Greenland waters of NAFO 1 and Greenland waters of XIV: Between 64° N and 65° N East of 44° W,FAO,21.1,GRL,East of 44° W | Between 64° N and 65° N East of 44° W,ok
645E44,Greenland waters of NAFO 1 and Greenland waters of XIV: Between 64° N and 65° N East of 44° W,FAO,27.14,GRL,East of 44° W | Between 64° N and 65° N East of 44° W,ok
4CXB7D,"4c, 7d (Except Blackwater stock in the maritime region of the Thames estuary delimited by a rhumb line running due south from Landguard Point (51° 56' N, 1° 19.1' E) to latitude 51° 33' N and hence due west to a point on the coast of the UK)",FAO,27.4.c,,,ok
4CXB7D,"4c, 7d (Except Blackwater stock in the maritime region of the Thames estuary delimited by a rhumb line running due south from Landguard Point (51° 56' N, 1° 19.1' E) to latitude 51° 33' N and hence due west to a point on the coast of the UK)",FAO,27.7.d,,,ok
5B67_AMS,6 and 7; United Kingdom and international waters of 5b (shared quota),FAO,27.6,,,ok
5B67_AMS,6 and 7; United Kingdom and international waters of 5b (shared quota),FAO,27.7,,,ok
5B67_AMS,6 and 7; United Kingdom and international waters of 5b (shared quota),FAO,27.5.b,GBR+INT,,ok
9-C.,Union waters of 9,FAO,27.9,EU,,ok
*04-C.,United Kingdom and Union waters of 4,FAO,27.4,GBR+EU,,ok
24-,United Kingdom and international waters of  2; United Kingdom and Union waters of 4,FAO,27.2,GBR+INT,,ok
24-,United Kingdom and international waters of  2; United Kingdom and Union waters of 4,FAO,27.4,GBR+EU,,ok
S62E44,Greenland waters of NAFO 1 and Greenland waters of XIV: South of 62° N East of 44° W,FAO,21.1,GRL,South of 62° N | East of 44° W,ok
S62E44,Greenland waters of NAFO 1 and Greenland waters of XIV: South of 62° N East of 44° W,FAO,27.14,GRL,South of 62° N | East of 44° W,ok
24.,"II, IV",FAO,27.2,,,ok
24.,"II, IV",FAO,27.4,,,ok
*57-14,6 and 7; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.6,,,ok
*57-14,6 and 7; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.7,,,ok
*57-14,6 and 7; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.5.b,GBR+INT,,ok
*57-14,6 and 7; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.12,INT,,ok
*57-14,6 and 7; United Kingdom and international waters of 5b; international waters of 12 and 14,FAO,27.14,INT,,ok
5BC67.,"Vb) (1), VI, VII",FAO,27.5.b,,,ok
5BC67.,"Vb) (1), VI, VII",FAO,27.1,,,ok
5BC67.,"Vb) (1), VI, VII",FAO,27.6,,,ok
5BC67.,"Vb) (1), VI, VII",FAO,27.7,,,ok
N1F3K.,"NAFO Subarea 2, Divisions 1F and 3K",FAO,21.2,NAFO,,ok
N1F3K.,"NAFO Subarea 2, Divisions 1F and 3K",FAO,21.1.F,NAFO,,ok
N1F3K.,"NAFO Subarea 2, Divisions 1F and 3K",FAO,21.3.K,NAFO,,ok
GF1-3,Union waters in the Alboran Sea - GSA 1-3,GSA,GSA1,EU,,ok
GF1-3,Union waters in the Alboran Sea - GSA 1-3,GSA,GSA2,EU,,ok
GF1-3,Union waters in the Alboran Sea - GSA 1-3,GSA,GSA3,EU,,ok
4C7D.,"IVc), VIId)",FAO,27.4.c,,,ok
4C7D.,"IVc), VIId)",FAO,27.7.d,,,ok
N1G-S68,Greenland waters of NAFO 1 (to be fished south of 68° N),FAO,21.1,GRL,south of 68° N,ok
N5E69.,NAFO 5 east of 69°00' west,FAO,21.5,NAFO,,ok
04-C_AMS,United Kingdom and Union waters of 4 (shared quota),FAO,27.4,GBR+EU,,ok
*2A4-C,Union waters of 2a and 4,FAO,27.2.a,EU,,ok
*2A4-C,Union waters of 2a and 4,FAO,27.4,EU,,ok
67AKXD,"United Kingdom and Union waters of 6a, 6b, 7a-c and 7e-k",FAO,27.7.a,GBR+EU,,ok
67AKXD,"United Kingdom and Union waters of 6a, 6b, 7a-c and 7e-k",FAO,27.7.b,GBR+EU,,ok
67AKXD,"United Kingdom and Union waters of 6a, 6b, 7a-c and 7e-k",FAO,27.7.c,GBR+EU,,ok
67AKXD,"United Kingdom and Union waters of 6a, 6b, 7a-c and 7e-k",FAO,27.7.e,GBR+EU,,ok
67AKXD,"United Kingdom and Union waters of 6a, 6b, 7a-c and 7e-k",FAO,27.7.f,GBR+EU,,ok
67AKXD,"United Kingdom and Union waters of 6a, 6b, 7a-c and 7e-k",FAO,27.7.g,GBR+EU,,ok
67AKXD,"United Kingdom and Union waters of 6a, 6b, 7a-c and 7e-k",FAO,27.7.h,GBR+EU,,ok
67AKXD,"United Kingdom and Union waters of 6a, 6b, 7a-c and 7e-k",FAO,27.7.j,GBR+EU,,ok
67AKXD,"United Kingdom and Union waters of 6a, 6b, 7a-c and 7e-k",FAO,27.7.k,GBR+EU,,ok
67AKXD,"United Kingdom and Union waters of 6a, 6b, 7a-c and 7e-k",FAO,27.6.a,GBR+EU,,ok
67AKXD,"United Kingdom and Union waters of 6a, 6b, 7a-c and 7e-k",FAO,27.6.b,GBR+EU,,ok
3BCDFS,"IIIb,c,d east 15°east.",FAO,27.3.b,,,ok
3BCDFS,"IIIb,c,d east 15°east.",FAO,27.3.c,,,ok
3BCDFS,"IIIb,c,d east 15°east.",FAO,27.3.d,,,ok
3CD-C.,"IIIc),d) (1)",FAO,27.3.c,,,ok
3CD-C.,"IIIc),d) (1)",FAO,27.3.d,,,ok
3CD-C.,"IIIc),d) (1)",FAO,27.1,,,ok
N1G14D,"Greenland waters of NAFO 1F and ICES 5 and 14, North and West of a line defined by the coordinates 59°15'N,54°26'W; (...)",FAO,21.1.F,GRL,,ok
N1G14D,"Greenland waters of NAFO 1F and ICES 5 and 14, North and West of a line defined by the coordinates 59°15'N,54°26'W; (...)",FAO,27.5,GRL,,ok
N1G14D,"Greenland waters of NAFO 1F and ICES 5 and 14, North and West of a line defined by the coordinates 59°15'N,54°26'W; (...)",FAO,27.14,GRL,,ok
2A6.,"IIa (2), VI",FAO,27.2.a,,,ok
2A6.,"IIa (2), VI",FAO,27.2,,,ok
2A6.,"IIa (2), VI",FAO,27.6,,,ok
7FG.,7f and 7g,FAO,27.7.f,,,ok
7FG.,7f and 7g,FAO,27.7.g,,,ok
*4BN.,Norwegian waters of IVb,FAO,27.4.b,NOR,,ok
2CX14-,"6, 7, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 2a, 12 and 14",FAO,27.8.a,,,ok
2CX14-,"6, 7, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 2a, 12 and 14",FAO,27.8.b,,,ok
2CX14-,"6, 7, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 2a, 12 and 14",FAO,27.8.d,,,ok
2CX14-,"6, 7, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 2a, 12 and 14",FAO,27.8.e,,,ok
2CX14-,"6, 7, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 2a, 12 and 14",FAO,27.6,,,ok
2CX14-,"6, 7, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 2a, 12 and 14",FAO,27.7,,,ok
2CX14-,"6, 7, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 2a, 12 and 14",FAO,27.5.b,GBR+INT,,ok
2CX14-,"6, 7, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 2a, 12 and 14",FAO,27.2.a,INT,,ok
2CX14-,"6, 7, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 2a, 12 and 14",FAO,27.12,INT,,ok
2CX14-,"6, 7, 8a, 8b, 8d and 8e; United Kingdom and international waters of 5b; international waters of 2a, 12 and 14",FAO,27.14,INT,,ok
*07E.,United Kingdom and Union waters of 7e,FAO,27.7.e,GBR+EU,,ok
07JB-C,VIIj) Bantry Bay only,FAO,27.7.j,,,ok
*4B-EU,Union waters of 4b,FAO,27.4.b,EU,,ok
N3L.,NAFO 3L,FAO,21.3.L,NAFO,,ok
XDS,NEAFC Stock - Deep Sea Fisheries,RFMO,NEAFC,,,ok
*C-CUB2,(no description - inferred from code),CHARTER,CUB,,,charter
9/3411,9 and 10; Union waters of CECAF 34.1.1,FAO,27.9,,,ok
9/3411,9 and 10; Union waters of CECAF 34.1.1,FAO,27.10,,,ok
9/3411,9 and 10; Union waters of CECAF 34.1.1,FAO,34.1.1,EU,,ok
MED2_LL4,(no description - inferred from code),NONE,,,MED2_LL4,Mediterranean effort regime code - not an area
*3A4-C,Union waters of 4; 3a,FAO,27.4,EU,,ok
*3A4-C,Union waters of 4; 3a,FAO,27.3.a,,,ok
*2AC4C,United Kingdom and Union waters of 4;  United Kingdom waters of 2a ,FAO,27.4,GBR+EU,,ok
*2AC4C,United Kingdom and Union waters of 4;  United Kingdom waters of 2a ,FAO,27.2.a,GBR,,ok
N5Y.,Division 21.5Y,FAO,21.5.Y,NAFO,,ok
ALX3PS,Entire Community zone except NAFO 3 Ps.,FAO,21.3,EU,,ok
15X14,"6, 7 and 8; United Kingdom and  international waters of 5; international  waters of 1, 12 and 14",FAO,27.6,,,ok
15X14,"6, 7 and 8; United Kingdom and  international waters of 5; international  waters of 1, 12 and 14",FAO,27.7,,,ok
15X14,"6, 7 and 8; United Kingdom and  international waters of 5; international  waters of 1, 12 and 14",FAO,27.8,,,ok
15X14,"6, 7 and 8; United Kingdom and  international waters of 5; international  waters of 1, 12 and 14",FAO,27.5,GBR+INT,,ok
15X14,"6, 7 and 8; United Kingdom and  international waters of 5; international  waters of 1, 12 and 14",FAO,27.1,INT,,ok
15X14,"6, 7 and 8; United Kingdom and  international waters of 5; international  waters of 1, 12 and 14",FAO,27.12,INT,,ok
15X14,"6, 7 and 8; United Kingdom and  international waters of 5; international  waters of 1, 12 and 14",FAO,27.14,INT,,ok
1N2AB-,"Norway zone ( North of 62° N ): I, IIa),b)",FAO,27.2.a,NOR,North of 62° N,ok
1N2AB-,"Norway zone ( North of 62° N ): I, IIa),b)",FAO,27.2.b,NOR,North of 62° N,ok
1N2AB-,"Norway zone ( North of 62° N ): I, IIa),b)",FAO,27.1,NOR,North of 62° N,ok
TZA_DIR,Direct authorisations with Tanzania,EEZ,TZA,TZA,,ok
*4BC7D,"United Kingdom and Union waters of  4b, 4c and 7d",FAO,27.4.b,GBR+EU,,ok
*4BC7D,"United Kingdom and Union waters of  4b, 4c and 7d",FAO,27.4.c,GBR+EU,,ok
*4BC7D,"United Kingdom and Union waters of  4b, 4c and 7d",FAO,27.7.d,GBR+EU,,ok
934SPN,"IX,X;CECAF 3411(1): under sover./juris of Spain",FAO,27.9,,,ok
934SPN,"IX,X;CECAF 3411(1): under sover./juris of Spain",FAO,27.10,,,ok
934SPN,"IX,X;CECAF 3411(1): under sover./juris of Spain",FAO,34.1.1,,,ok
934SPN,"IX,X;CECAF 3411(1): under sover./juris of Spain",FAO,27.1,,,ok
56712_AMS,6 and 7; United Kingdom and international waters of 5; international waters of 12 (shared quota),FAO,27.6,,,ok
56712_AMS,6 and 7; United Kingdom and international waters of 5; international waters of 12 (shared quota),FAO,27.7,,,ok
56712_AMS,6 and 7; United Kingdom and international waters of 5; international waters of 12 (shared quota),FAO,27.5,GBR+INT,,ok
56712_AMS,6 and 7; United Kingdom and international waters of 5; international waters of 12 (shared quota),FAO,27.12,INT,,ok
XHA,NEAFC Stock - Haddock,RFMO,NEAFC,,,ok
2AC43A7D,United Kingdom and Union waters of 4 and 7d; United Kingdom waters of 2a; Union waters of 3a,FAO,27.7.d,GBR+EU,,ok
2AC43A7D,United Kingdom and Union waters of 4 and 7d; United Kingdom waters of 2a; Union waters of 3a,FAO,27.4,GBR+EU,,ok
2AC43A7D,United Kingdom and Union waters of 4 and 7d; United Kingdom waters of 2a; Union waters of 3a,FAO,27.2.a,GBR,,ok
2AC43A7D,United Kingdom and Union waters of 4 and 7d; United Kingdom waters of 2a; Union waters of 3a,FAO,27.3.a,EU,,ok
1214N1G,Greenland waters in 12 and 14 and in NAFO division 1F,FAO,21.1.F,GRL,,ok
1214N1G,Greenland waters in 12 and 14 and in NAFO division 1F,FAO,27.12,GRL,,ok
1214N1G,Greenland waters in 12 and 14 and in NAFO division 1F,FAO,27.14,GRL,,ok
*03A.2,3a,FAO,27.3.a,,,ok
08.,8,FAO,27.8,,,ok
03A.,3a,FAO,27.3.a,,,ok
STP_2025,Sao Tome and Principe,EEZ,STP,STP,,ok
567.,6 and 7; United Kingdom and international waters of 5,FAO,27.6,,,ok
567.,6 and 7; United Kingdom and international waters of 5,FAO,27.7,,,ok
567.,6 and 7; United Kingdom and international waters of 5,FAO,27.5,GBR+INT,,ok
2AC4-C,United Kingdom and Union waters of 4; United Kingdom waters of 2a,FAO,27.4,GBR+EU,,ok
2AC4-C,United Kingdom and Union waters of 4; United Kingdom waters of 2a,FAO,27.2.a,GBR,,ok
2X12,Fictitious parent stock for MAC/2A34. + MAC/*FRO and MAC/2CX14-,NONE,,,,no geography
02A.,ICES division IIa - Norwegian Sea,FAO,27.2.a,NOR,,ok
09-PRT,Portugal zone: IX,FAO,27.9,PRT,,ok
*N01GN,Special Condition on Greenland waters of NAFO 0 and 1,FAO,21.0,GRL,,ok
*N01GN,Special Condition on Greenland waters of NAFO 0 and 1,FAO,21.1,GRL,,ok
*04-EU,Union waters of 4,FAO,27.4,EU,,ok
04-NFS,Norway zone: IV,FAO,27.4,NOR,,ok
*2AC4-C,4; United Kingdom waters of 2a,FAO,27.4,,,ok
*2AC4-C,4; United Kingdom waters of 2a,FAO,27.2.a,GBR,,ok
*09.,9,FAO,27.9,,,ok
SPM_DIR,Direct authorisations with Saint Pierre et Miquelon,EEZ,SPM,SPM,,ok
*2A3A4X,"United Kingdom and Union waters of 4; United Kingdom waters of 2a; Union 
waters of 3a (Excluding waters within six nautical miles of the united Kingdom baselines at Shetland, Fair Isle and Foula)",FAO,27.4,GBR+EU,,ok
*2A3A4X,"United Kingdom and Union waters of 4; United Kingdom waters of 2a; Union 
waters of 3a (Excluding waters within six nautical miles of the united Kingdom baselines at Shetland, Fair Isle and Foula)",FAO,27.2.a,GBR,,ok
*2A3A4X,"United Kingdom and Union waters of 4; United Kingdom waters of 2a; Union 
waters of 3a (Excluding waters within six nautical miles of the united Kingdom baselines at Shetland, Fair Isle and Foula)",FAO,27.3.a,GBR+EU,,ok
*04A.,4a,FAO,27.4.a,,,ok
89-C.,Union waters of 8 and 9,FAO,27.8,EU,,ok
89-C.,Union waters of 8 and 9,FAO,27.9,EU,,ok
SPR-RB,SPRFMO Convention Area within the research block (see coordinates in the regulation),RFMO,SPRFMO,,,ok
S62W44,Greenland waters of NAFO 1 and Greenland waters of XIV: South of 62° N West of 44° W,FAO,21.1,GRL,South of 62° N | West of 44° W,ok
S62W44,Greenland waters of NAFO 1 and Greenland waters of XIV: South of 62° N West of 44° W,FAO,27.14,GRL,South of 62° N | West of 44° W,ok
*234_2,Sandeel management area 2,SANDEEL,SAN2,,,ok
6X14.,"6, 7, 8, 9 and 10; international waters of  12 and 14",FAO,27.6,,,ok
6X14.,"6, 7, 8, 9 and 10; international waters of  12 and 14",FAO,27.7,,,ok
6X14.,"6, 7, 8, 9 and 10; international waters of  12 and 14",FAO,27.8,,,ok
6X14.,"6, 7, 8, 9 and 10; international waters of  12 and 14",FAO,27.9,,,ok
6X14.,"6, 7, 8, 9 and 10; international waters of  12 and 14",FAO,27.10,,,ok
6X14.,"6, 7, 8, 9 and 10; international waters of  12 and 14",FAO,27.12,INT,,ok
6X14.,"6, 7, 8, 9 and 10; international waters of  12 and 14",FAO,27.14,INT,,ok
5/678-,"Vb) (1), VI, VII, VIII a), b), d)  Portugal only",FAO,27.8.a,,,ok
5/678-,"Vb) (1), VI, VII, VIII a), b), d)  Portugal only",FAO,27.8.b,,,ok
5/678-,"Vb) (1), VI, VII, VIII a), b), d)  Portugal only",FAO,27.8.d,,,ok
5/678-,"Vb) (1), VI, VII, VIII a), b), d)  Portugal only",FAO,27.5.b,,,ok
5/678-,"Vb) (1), VI, VII, VIII a), b), d)  Portugal only",FAO,27.1,,,ok
5/678-,"Vb) (1), VI, VII, VIII a), b), d)  Portugal only",FAO,27.6,,,ok
5/678-,"Vb) (1), VI, VII, VIII a), b), d)  Portugal only",FAO,27.7,,,ok
67.,"VI, VII",FAO,27.6,,,ok
67.,"VI, VII",FAO,27.7,,,ok
XXX,NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures,NONE,,,,no geography
3D31.,Union waters of Subdivision 31,FAO,27.3.d.31,EU,,ok
03AS_REM,Kattegat - remote  electronic monitoring,FAO,27.3.a.21,,,ok
*NZJM2,Norwegian Economic Zone and the fishery zone around Jan Mayen,EEZ,NOR,NOR,incl. Jan Mayen zone,ok
03D-P.,Polish waters,EEZ,POL,POL,,ok
N4WX.,NAFO 4WX.,FAO,21.4.W,NAFO,,ok
N4WX.,NAFO 4WX.,FAO,21.4.X,NAFO,,ok
MED1_TR3_AA,(no description - inferred from code),NONE,,,MED1_TR3_AA,Mediterranean effort regime code - not an area
37.,"III,VII (Mediterranean Sea)",FAO,37,,,ok
37.,"III,VII (Mediterranean Sea)",FAO,27.3,,,ok
37.,"III,VII (Mediterranean Sea)",FAO,27.7,,,ok
*8X14-,"Union and international waters of 8, 9, 10, 12 and 14",FAO,27.8,EU+INT,,ok
*8X14-,"Union and international waters of 8, 9, 10, 12 and 14",FAO,27.9,EU+INT,,ok
*8X14-,"Union and international waters of 8, 9, 10, 12 and 14",FAO,27.10,EU+INT,,ok
*8X14-,"Union and international waters of 8, 9, 10, 12 and 14",FAO,27.12,EU+INT,,ok
*8X14-,"Union and international waters of 8, 9, 10, 12 and 14",FAO,27.14,EU+INT,,ok
2A6-C.,"IIa), VI (1)",FAO,27.2.a,,,ok
2A6-C.,"IIa), VI (1)",FAO,27.6,,,ok
2A6-C.,"IIa), VI (1)",FAO,27.1,,,ok
N3M.,NAFO 3M,FAO,21.3.M,NAFO,,ok
*F-41W,Division 58.4.1 west of 115° E,FAO,58.4.1,,west of 115° E,ok
*F-41W,Division 58.4.1 west of 115° E,FAO,27.1,,west of 115° E,ok
22/24-,Baltic zone IIIc (22) et IIId (24),FAO,27.3.c.22,,,ok
22/24-,Baltic zone IIIc (22) et IIId (24),FAO,27.3.d.24,,,ok
MDG_2012,Madagascar,EEZ,MDG,MDG,,ok
03AN.,Skagerrak,FAO,27.3.a.20,,,ok
561214,VI; EC waters of Vb; EC and international waters of XII and XIV,FAO,27.6,,,ok
561214,VI; EC waters of Vb; EC and international waters of XII and XIV,FAO,27.5.b,EU,,ok
561214,VI; EC waters of Vb; EC and international waters of XII and XIV,FAO,27.12,INT,,ok
561214,VI; EC waters of Vb; EC and international waters of XII and XIV,FAO,27.14,INT,,ok
3-12,"EU and international waters of III, IV, V, VI, VII, VIII, IX, X and XII",FAO,27.3,EU+INT,,ok
3-12,"EU and international waters of III, IV, V, VI, VII, VIII, IX, X and XII",FAO,27.4,EU+INT,,ok
3-12,"EU and international waters of III, IV, V, VI, VII, VIII, IX, X and XII",FAO,27.5,EU+INT,,ok
3-12,"EU and international waters of III, IV, V, VI, VII, VIII, IX, X and XII",FAO,27.6,EU+INT,,ok
3-12,"EU and international waters of III, IV, V, VI, VII, VIII, IX, X and XII",FAO,27.7,EU+INT,,ok
3-12,"EU and international waters of III, IV, V, VI, VII, VIII, IX, X and XII",FAO,27.8,EU+INT,,ok
3-12,"EU and international waters of III, IV, V, VI, VII, VIII, IX, X and XII",FAO,27.9,EU+INT,,ok
3-12,"EU and international waters of III, IV, V, VI, VII, VIII, IX, X and XII",FAO,27.10,EU+INT,,ok
3-12,"EU and international waters of III, IV, V, VI, VII, VIII, IX, X and XII",FAO,27.12,EU+INT,,ok
03.,"ICES sub-area III - Skagerrak, Kattegat, Sound, Belt and Baltic Sea",FAO,27.3,,,ok
03.,"ICES sub-area III - Skagerrak, Kattegat, Sound, Belt and Baltic Sea",FAO,27.3.a.20,,,ok
03.,"ICES sub-area III - Skagerrak, Kattegat, Sound, Belt and Baltic Sea",FAO,27.3.a.21,,,ok
EF_XSV,,NODESC,,,,manual
06B.,ICES division VIb - Rockall,FAO,27.6.b,,,ok
MED4_OTB1,(no description - inferred from code),NONE,,,MED4_OTB1,Mediterranean effort regime code - not an area
04-N.,Norwegian waters of 4,FAO,27.4,NOR,,ok
9WX10,Part of subarea 9 west (see coordinates in the regulation) and 10,FAO,27.9,,,ok
9WX10,Part of subarea 9 west (see coordinates in the regulation) and 10,FAO,27.10,,,ok
*5BC6A,"Vb) (1), VIa).",FAO,27.5.b,,,ok
*5BC6A,"Vb) (1), VIa).",FAO,27.6.a,,,ok
*5BC6A,"Vb) (1), VIa).",FAO,27.1,,,ok
F517DC,Del Cano Area (see coordinates in the regulation),BOX,Del Cano Area,,coordinates in regulation,manual
N1W44W,NAFO 1 west of 44°00' west,FAO,21.1,NAFO,,ok
46A7-,"IV, VIa), VIIe),f),h)",FAO,27.7.e,,,ok
46A7-,"IV, VIa), VIIe),f),h)",FAO,27.7.f,,,ok
